Temp,Humidity,Visibility,Wind,Precip,Time,Avspeed
13,69,9,2,1,6,19
2,14,8,1,1,27,61
11,15,7,5,5,19,81
15,4,4,5,5,88,69
8,21,1,3,4,-9,57
1,14,4,6,4,82,62
6,37,4,6,4,27,21
14,55,1,4,1,102,61
7,40,11,7,5,35,36
5,30,6,4,1,106,18
15,38,9,6,3,57,33
4,54,10,8,5,94,28
12,79,7,4,3,58,4
13,23,9,6,5,5,28
18,5,1,5,5,46,24
13,28,1,3,5,24,26
19,51,6,3,5,7,70
6,11,1,5,5,41,34
7,16,4,5,5,89,3
18,58,8,4,3,11,70
1,59,1,3,3,102,29
15,14,4,5,4,17,46
9,17,2,3,1,87,31
8,9,4,2,4,21,37
10,83,2,2,1,27,68
8,11,6,6,1,116,42
15,83,3,6,3,12,36
5,30,2,2,4,7,32
16,49,4,4,4,42,75
3,7,2,5,3,48,26
6,26,1,3,5,50,45
20,26,9,11,5,1,25
18,19,3,6,5,87,47
19,10,1,5,5,88,67
11,29,1,4,4,-18,16
8,34,10,6,5,23,2
12,49,7,6,3,41,43
15,46,10,12,5,89,35
6,35,1,6,5,59,22
7,21,12,5,5,21,26
16,15,9,6,1,22,29
19,58,6,10,5,6,2
14,34,9,10,5,-8,6
3,2,2,5,4,10,63
14,61,7,6,5,23,45
8,78,7,5,2,40,16
10,3,5,11,5,5,3
13,4,6,7,5,-13,78
5,30,7,4,1,19,55
18,50,5,6,2,95,54
2,34,7,1,1,60,46
15,54,1,5,4,26,53
18,59,9,12,5,1,48
16,22,1,5,5,27,43
14,17,11,8,5,71,33
6,26,9,4,1,41,56
8,25,4,7,5,57,71
15,36,6,4,2,106,55
8,1,2,5,4,68,73
7,43,7,11,5,72,41
13,5,8,12,5,80,72
1,24,7,2,1,26,33
15,28,12,12,5,83,60
2,72,1,5,2,46,31
16,40,12,9,5,-3,81
7,39,2,3,5,31,30
12,1,5,9,5,-11,72
7,24,3,7,5,-11,27
18,13,11,12,5,67,6
17,17,1,4,5,80,16
5,5,1,12,5,94,69
10,21,2,11,5,59,16
14,23,8,3,2,2,34
5,29,2,5,3,34,81
16,42,1,6,1,90,36
7,36,1,4,2,34,2
17,44,12,8,5,48,35
7,2,3,5,5,37,64
15,18,3,2,5,-24,15
20,11,9,3,2,51,73
2,51,2,2,4,67,32
9,23,5,2,1,31,38
3,45,3,4,4,-28,22
9,4,1,5,4,48,64
9,12,1,7,5,89,7
10,49,4,2,4,0,55
10,70,6,4,3,22,65
7,9,4,7,5,-29,61
17,7,7,2,3,64,43
16,22,12,6,5,83,2
11,27,1,2,4,-14,15
12,49,4,3,5,68,42
1,2,1,1,2,3,67
10,20,3,3,3,-1,66
11,4,3,4,1,3,8
20,54,1,6,1,47,48
11,40,8,6,3,99,35
8,68,2,4,3,22,1
10,27,4,6,2,101,79
3,39,4,6,5,35,48
7,37,1,5,5,55,16
19,3,4,4,1,45,21
7,45,1,11,5,68,66
18,24,3,3,5,66,20
5,36,4,2,4,40,42
6,46,1,6,4,59,58
2,35,4,3,5,-22,74
11,20,4,5,3,7,53
3,10,4,7,4,32,22
15,57,1,11,5,41,31
11,39,1,8,5,6,71
11,10,6,5,5,-19,72
12,51,1,2,5,38,68
9,53,3,5,4,22,60
8,48,11,9,5,-15,61
13,34,3,5,4,24,22
14,1,9,6,5,74,46
14,58,2,5,1,94,9
15,41,5,10,5,78,69
1,54,4,5,4,-13,46
9,51,12,11,5,81,60
10,11,8,3,2,97,39
15,33,3,10,5,43,60
12,37,2,3,5,26,74
1,17,3,7,4,88,3
1,39,3,5,5,-30,16
11,17,4,3,5,25,7
4,15,4,6,5,-3,21
1,44,4,4,4,44,76
16,10,4,6,4,68,15
12,48,2,7,4,36,8
6,5,6,5,2,106,29
7,45,5,5,1,73,62
15,52,3,5,4,49,28
7,80,1,5,3,97,0
15,58,1,10,5,1,37
8,17,1,6,5,32,27
16,53,2,7,5,-24,56
17,71,9,3,2,97,62
6,30,5,11,5,19,51
6,28,6,5,5,96,42
5,41,8,5,2,112,54
17,27,12,8,5,28,26
6,3,2,2,5,26,33
14,4,2,2,5,25,35
7,19,2,12,5,41,79
9,52,4,9,5,26,43
16,20,6,3,3,48,66
6,14,5,3,5,-13,67
18,49,1,2,5,20,60
11,52,3,3,5,19,53
15,24,7,1,1,108,15
15,4,5,9,5,80,75
15,42,6,4,1,117,32
16,81,3,4,3,111,67
8,21,2,7,5,35,68
10,83,8,2,3,114,20
14,22,3,8,5,16,41
16,20,3,2,5,-10,33
12,10,3,7,5,58,35
9,18,11,6,5,83,59
10,21,9,3,3,10,3
14,59,6,6,2,55,14
2,37,2,4,4,80,18
11,39,8,11,5,31,24
19,39,12,7,5,80,32
9,6,6,11,5,78,14
9,24,4,5,1,11,80
15,61,12,5,5,68,24
14,6,6,6,5,-15,40
15,44,3,1,1,67,21
15,15,4,6,4,-16,61
8,52,10,4,5,9,21
6,28,4,4,4,13,36
17,52,12,4,5,55,56
17,73,5,4,3,82,35
4,8,3,4,5,51,80
8,1,10,5,5,0,7
13,28,6,6,5,-8,31
17,28,6,3,3,23,79
8,17,4,5,4,32,22
4,7,7,5,5,-17,48
7,30,2,5,5,-7,42
6,19,2,4,5,66,2
1,63,9,6,2,21,38
4,20,2,6,5,33,58
17,52,5,4,1,9,8
18,35,2,11,5,-19,25
20,43,7,2,1,96,17
7,8,1,6,4,4,41
15,19,5,4,1,49,73
10,9,2,1,1,69,8
2,16,2,2,4,56,34
17,2,6,11,5,57,11
5,35,2,4,4,74,41
16,6,1,5,4,25,8
9,54,12,8,5,44,35
8,31,3,2,5,0,2
4,79,1,5,2,58,63
16,24,9,11,5,48,19
4,45,2,7,5,19,29
13,56,3,4,4,30,66
18,60,11,9,5,73,17
18,42,1,7,5,32,17
8,53,4,5,5,61,65
7,9,2,5,4,4,33
12,59,1,10,5,13,48
20,37,3,4,5,28,48
8,29,2,11,5,82,34
13,23,5,5,5,-13,26
5,79,2,1,1,74,23
3,36,1,2,1,81,57
15,36,3,2,3,2,68
7,8,1,5,5,24,50
18,41,11,10,5,19,54
19,41,3,11,5,96,41
7,38,2,2,3,77,6
16,50,4,4,4,-12,2
3,3,1,5,5,-6,22
11,14,2,6,5,59,44
2,18,5,6,3,14,0
13,73,1,3,2,95,81
19,35,11,8,5,1,68
10,52,2,6,5,69,19
6,7,2,3,5,-24,38
11,14,10,3,5,51,15
14,53,3,5,5,48,79
12,60,4,6,3,112,4
3,41,3,7,4,46,39
9,1,3,5,2,36,12
7,17,1,5,2,16,60
14,56,4,3,4,72,24
11,19,4,5,5,-20,47
16,20,2,3,5,-18,10
8,58,5,4,1,98,15
15,61,12,12,5,30,5
15,44,8,6,1,68,62
3,72,8,1,2,58,76
15,25,3,4,4,1,1
18,40,7,6,5,86,19
14,39,9,4,1,97,67
2,14,3,5,4,46,42
13,23,8,5,5,22,24
5,56,5,7,5,39,34
16,53,1,5,3,101,62
4,5,1,3,5,19,53
19,21,2,11,5,70,72
19,15,9,5,1,40,45
5,5,6,2,2,0,74
10,20,11,6,5,38,53
16,37,8,6,5,73,10
6,33,2,6,5,35,23
2,18,8,5,1,76,51
8,53,7,4,3,117,58
17,34,1,12,5,30,61
19,17,4,3,5,50,60
16,12,4,6,5,9,2
15,56,8,10,5,95,61
7,55,3,5,4,65,2
5,13,1,2,5,-4,73
11,53,1,4,5,-3,21
13,12,1,3,4,87,28
19,42,3,1,2,84,38
20,42,3,11,5,-7,9
16,45,3,7,5,31,62
20,2,4,6,2,42,26
3,55,3,6,5,26,52
14,5,4,7,4,64,52
4,66,9,3,3,64,23
18,37,10,10,5,69,20
10,55,9,9,5,12,42
2,28,1,1,1,101,20
14,11,3,5,4,14,69
14,57,3,4,4,6,77
12,4,3,3,4,-29,68
14,14,1,6,4,24,56
8,2,2,9,5,34,47
14,15,6,10,5,52,42
16,22,4,5,4,-11,80
6,28,3,2,2,73,41
10,18,4,7,4,-7,12
12,45,3,3,2,96,58
5,28,2,6,1,18,72
17,47,2,6,5,11,34
2,13,1,5,5,-30,60
11,39,1,2,4,-14,28
9,51,1,6,4,17,40
1,15,7,5,3,50,78
8,52,5,4,5,95,48
9,33,12,3,5,4,12
7,47,3,4,5,-15,16
10,42,4,6,5,87,42
13,29,1,4,3,102,1
10,32,2,6,4,13,40
9,57,7,5,5,63,4
13,50,3,7,5,65,60
17,34,2,5,5,89,56
10,25,1,1,1,41,39
1,13,2,2,3,92,56
11,13,2,9,5,24,22
18,19,4,5,4,17,54
7,39,1,3,2,-2,42
13,31,10,5,5,17,10
9,53,4,6,5,52,36
9,26,2,3,4,87,26
15,4,9,3,1,21,3
8,1,2,2,2,47,76
8,50,3,7,5,24,58
13,28,9,7,5,9,73
18,57,3,2,4,-11,39
9,47,2,3,2,67,77
15,47,9,10,5,-2,35
13,19,6,3,1,88,11
13,52,1,5,4,61,5
8,42,2,6,4,10,12
7,11,8,1,1,47,58
6,5,7,1,1,28,14
5,42,7,1,1,72,29
4,24,6,3,5,41,23
15,28,8,7,5,70,55
11,44,10,6,5,89,25
16,17,12,12,5,84,11
1,11,3,3,5,8,56
16,22,1,2,4,0,62
14,6,2,6,5,4,62
7,73,1,2,1,76,63
9,68,2,5,1,7,0
14,19,6,11,5,98,70
16,21,2,3,4,87,69
5,41,6,7,5,43,39
9,14,3,5,5,-9,35
17,35,3,2,5,29,22
9,27,1,5,4,23,58
3,4,3,2,4,6,67
16,38,1,4,5,37,39
12,42,2,2,4,-28,51
9,55,1,2,5,16,29
16,58,7,3,5,25,48
6,34,3,4,5,81,69
16,26,3,7,5,88,9
10,16,1,7,5,66,77
15,9,3,4,5,23,44
16,16,5,6,3,33,10
8,45,4,2,4,18,50
17,35,3,6,4,42,71
9,12,8,6,3,114,51
10,1,9,12,5,-11,14
12,13,4,12,5,31,5
17,44,7,8,5,-20,69
10,23,3,3,1,72,72
7,40,4,6,5,10,61
2,42,1,7,5,74,18
20,33,9,7,5,40,61
8,48,8,11,5,11,51
5,42,1,3,5,66,41
3,41,5,1,1,7,59
14,77,1,1,2,38,3
13,6,1,2,5,46,39
18,31,1,4,5,-16,48
10,36,8,3,3,14,63
5,54,1,5,5,-21,55
8,13,4,2,5,28,33
13,54,4,6,4,4,43
2,2,1,5,4,58,48
12,70,5,6,2,1,66
4,40,4,2,5,-9,5
11,29,2,5,5,17,62
4,48,2,2,4,81,69
20,77,3,1,3,18,71
7,27,3,2,4,0,38
8,40,2,1,1,45,67
18,36,2,2,4,-18,13
12,76,8,4,3,40,39
14,35,9,6,2,104,70
7,62,3,3,1,15,31
13,55,6,6,3,109,55
11,14,6,4,1,22,15
14,53,2,4,5,42,77
2,4,5,6,2,57,43
20,28,4,6,1,75,64
13,25,10,6,5,53,38
14,40,2,6,4,29,70
20,56,8,8,5,94,77
9,45,3,6,4,37,58
2,27,9,3,1,17,39
3,29,1,6,4,18,35
5,9,12,4,5,-15,35
10,42,2,5,5,42,81
13,17,1,4,5,0,76
1,12,4,3,1,94,33
8,56,6,5,3,91,60
2,17,9,3,2,60,13
7,45,6,9,5,-8,36
8,54,3,1,1,2,10
4,16,7,7,5,97,80
17,41,12,7,5,97,7
5,18,2,3,4,56,76
10,33,2,5,4,59,13
3,3,3,2,4,41,19
18,52,4,6,1,82,16
9,48,3,10,5,93,42
17,16,8,11,5,10,33
19,20,2,4,5,8,33
6,56,5,8,5,48,36
12,50,1,7,5,19,62
4,56,2,5,4,23,52
10,22,12,7,5,12,2
4,59,2,2,1,39,72
5,21,3,2,1,21,14
12,23,3,3,4,63,63
12,17,3,2,1,56,2
5,11,1,6,4,57,17
10,22,3,6,4,-2,22
4,36,4,2,5,85,2
6,52,4,5,5,18,56
6,25,2,4,4,55,47
12,49,7,3,3,88,79
20,1,12,3,5,96,71
7,48,3,4,2,92,57
2,16,5,6,3,93,44
19,5,7,12,5,76,9
4,20,3,11,5,70,7
15,43,2,5,5,-4,13
16,26,2,3,5,-24,46
12,47,1,6,5,72,12
4,44,8,6,5,32,2
4,56,10,7,5,64,35
15,38,1,6,4,-9,67
12,34,12,4,5,97,61
5,9,10,10,5,12,18
15,24,2,3,5,85,1
3,77,6,6,1,100,58
6,42,1,2,5,66,54
10,50,8,2,1,25,56
8,35,1,4,5,-12,31
6,25,3,5,1,0,50
3,18,2,1,1,41,34
20,12,4,6,2,95,77
16,33,2,3,4,86,57
9,61,8,12,5,26,24
11,33,2,1,3,21,47
14,13,6,6,5,70,8
5,15,3,5,4,-20,14
2,41,7,2,2,92,60
4,55,1,2,4,-11,44
9,21,3,6,5,28,66
15,24,3,2,5,44,1
18,34,1,4,4,-8,59
3,14,1,5,1,89,48
15,36,7,10,5,35,65
12,15,3,9,5,24,29
12,26,2,4,3,37,36
1,26,8,6,2,38,3
4,15,1,5,5,34,25
5,7,1,6,5,-15,19
20,32,11,9,5,89,13
16,2,8,4,2,31,78
6,10,7,5,2,66,29
13,15,9,4,1,37,6
8,66,7,2,2,96,44
18,57,7,3,5,63,67
5,4,5,2,3,56,48
19,44,2,5,5,54,15
9,19,1,7,4,35,18
8,12,2,5,4,30,37
16,24,1,7,5,6,46
6,16,3,2,2,103,75
20,47,10,6,5,38,34
5,3,1,4,5,77,81
16,30,12,11,5,98,54
9,39,10,12,5,36,72
8,10,10,10,5,83,3
8,51,2,3,5,36,28
10,35,5,5,3,107,63
17,4,6,1,1,44,22
17,18,11,6,5,35,49
7,35,8,4,3,16,54
5,79,5,2,2,112,5
11,55,1,4,4,57,46
8,60,4,12,5,23,52
15,51,8,8,5,-16,38
18,68,5,6,1,58,35
9,5,1,4,5,-1,37
14,17,1,7,5,-28,69
14,1,3,4,1,103,10
15,68,2,6,3,100,20
19,54,7,6,2,35,62
11,49,4,7,5,81,52
11,37,3,7,5,65,19
1,13,1,5,1,58,57
7,24,1,2,4,23,33
9,58,1,2,2,20,65
15,22,1,6,4,-15,55
8,50,4,11,5,55,69
12,17,3,11,5,27,1
5,36,3,2,5,37,79
12,22,7,6,1,44,39
7,1,7,11,5,12,74
12,73,5,2,3,62,15
14,50,1,7,5,80,47
19,50,12,7,5,41,41
15,31,8,7,5,47,10
9,64,4,6,2,106,21
9,34,6,6,3,65,22
6,14,9,2,1,106,69
14,16,9,4,1,57,26
17,63,7,6,1,108,11
11,55,4,7,5,55,42
11,44,8,4,5,98,40
9,19,8,2,3,38,62
15,76,6,5,1,85,55
14,25,6,4,2,104,74
13,30,9,7,5,99,28
16,75,1,1,1,95,15
12,21,1,7,5,-16,52
2,39,9,6,2,22,20
6,45,7,7,5,59,64
11,14,7,12,5,-2,59
14,2,6,8,5,59,79
15,44,5,3,2,75,67
13,52,2,4,4,43,4
10,68,6,3,1,15,63
18,31,6,5,1,18,18
18,18,2,4,5,60,40
7,13,7,8,5,28,70
7,49,4,3,3,65,14
6,42,1,12,5,3,6
11,21,8,6,3,85,63
17,23,8,3,3,49,67
14,1,4,7,4,14,31
4,39,3,3,4,-19,37
13,16,3,2,4,-4,26
18,20,11,4,5,51,33
2,51,3,7,4,-8,44
17,38,1,9,5,46,80
6,65,4,2,1,94,7
1,24,1,5,4,-28,66
9,49,9,6,3,80,61
20,39,11,4,5,54,56
1,45,4,7,4,13,48
8,55,1,2,3,7,77
9,60,5,3,5,5,56
8,57,1,2,5,-25,43
18,48,6,10,5,46,41
10,73,4,4,1,61,23
19,22,10,9,5,0,70
20,59,7,8,5,6,0
3,42,3,4,4,5,37
13,49,7,1,2,111,65
9,53,4,7,5,13,36
14,6,6,2,1,17,61
4,49,10,5,5,30,15
20,42,9,6,1,104,22
10,43,3,7,4,59,30
13,18,9,7,5,-5,40
10,42,2,10,5,-13,81
4,36,1,7,5,8,50
8,55,3,6,4,12,23
13,57,4,5,5,0,57
6,28,12,11,5,73,55
18,24,1,7,4,-29,74
15,59,11,12,5,50,28
7,22,3,10,5,33,64
15,11,4,9,5,52,52
16,42,7,9,5,-2,49
1,26,9,3,3,63,46
20,56,4,8,5,0,42
20,60,9,6,3,35,1
6,64,7,4,2,19,2
9,3,8,3,3,101,15
1,16,1,4,1,33,58
13,7,4,7,5,79,0
9,48,4,5,5,1,33
16,36,1,12,5,90,75
5,62,4,6,3,47,70
11,42,6,1,3,13,66
13,49,2,6,2,65,55
11,22,4,5,5,46,19
1,18,3,2,5,0,31
11,48,4,6,4,25,58
15,48,1,5,4,43,45
11,11,4,3,5,83,19
11,45,2,2,4,22,31
13,53,8,6,1,17,57
10,32,8,1,1,114,39
19,67,8,5,1,67,55
15,25,10,8,5,19,24
15,1,1,7,5,51,3
8,30,2,5,2,76,38
16,46,3,5,5,11,4
7,15,3,4,5,86,14
20,47,6,4,1,12,12
6,54,9,4,1,6,19
13,25,1,3,5,13,42
20,48,6,5,2,91,30
14,23,9,5,3,44,58
16,59,8,6,1,36,80
17,56,8,2,3,74,65
16,20,9,4,5,78,49
12,12,1,7,5,36,45
16,78,6,1,2,79,69
14,80,6,2,2,102,74
12,37,8,5,2,15,50
5,35,8,1,1,9,0
16,49,3,3,5,-6,27
10,10,5,5,5,10,4
10,4,4,5,4,-23,54
16,6,9,4,5,59,14
7,8,8,4,3,27,60
1,79,3,6,3,28,56
20,53,2,2,1,93,45
14,8,1,7,5,66,17
15,83,9,2,3,11,39
15,68,3,3,1,81,65
5,33,1,1,3,23,16
6,45,5,3,1,113,43
1,13,1,5,4,8,58
13,35,6,3,5,22,11
7,15,3,4,3,107,39
19,46,7,3,2,56,57
9,9,7,6,2,116,4
16,28,3,2,4,15,40
1,1,3,3,4,52,46
6,56,8,3,5,19,65
18,71,5,6,2,61,13
14,81,4,5,3,7,37
7,20,3,4,4,74,54
17,57,9,5,1,55,29
14,41,10,9,5,65,23
4,42,4,2,4,-19,68
4,33,8,3,3,75,45
12,49,10,7,5,90,46
18,33,4,6,5,-12,51
10,18,11,8,5,91,60
11,20,5,8,5,-20,73
17,31,6,3,5,84,30
16,60,9,9,5,10,38
3,11,8,4,3,32,58
17,52,3,5,5,47,48
13,3,4,1,1,116,51
6,33,1,3,1,-2,50
4,37,5,11,5,-12,63
14,71,2,2,3,42,63
9,59,11,10,5,91,20
19,42,1,6,5,88,75
14,25,2,5,5,71,58
6,27,1,5,5,42,56
2,1,2,7,4,42,10
7,74,9,5,2,70,14
1,23,2,6,5,63,60
3,21,3,3,4,15,34
7,7,11,7,5,4,63
13,40,11,9,5,44,60
1,51,5,2,2,47,24
19,8,7,1,1,-1,8
15,47,5,6,3,91,1
10,17,1,6,1,88,10
15,54,2,2,5,58,1
16,16,7,4,1,113,42
11,15,2,6,4,-20,31
11,65,9,1,3,83,49
2,37,3,4,4,80,18
7,25,10,7,5,74,22
1,15,2,2,5,-4,18
16,43,7,4,2,52,13
16,5,4,3,5,-12,4
8,46,2,4,2,47,74
15,33,2,3,4,53,4
18,2,9,6,2,78,63
20,20,2,12,5,88,69
13,52,8,6,1,31,65
13,40,8,4,5,20,20
2,13,6,1,3,15,81
9,36,10,6,5,-7,35
1,36,3,3,4,26,81
8,12,1,2,4,18,48
20,1,1,4,3,111,37
7,51,3,7,5,36,15
9,40,6,6,3,103,9
15,18,11,6,5,5,11
12,37,4,2,5,34,49
18,25,1,4,5,66,10
5,31,6,8,5,79,50
4,39,4,5,4,20,36
17,31,9,10,5,21,78
5,42,4,9,5,19,51
18,41,3,7,5,21,30
18,8,3,7,5,-22,51
12,68,3,4,3,39,55
1,48,1,2,5,85,21
7,26,2,9,5,66,23
16,46,12,6,5,-20,43
5,48,11,6,5,39,11
18,49,2,7,4,45,47
14,58,10,3,5,2,9
5,57,1,4,5,39,3
16,45,10,6,5,29,45
17,16,3,4,4,-8,14
16,72,6,6,1,72,4
12,61,1,3,3,13,46
7,19,8,7,5,52,14
11,59,8,3,2,110,20
13,8,2,7,5,54,76
6,49,3,5,5,51,57
13,42,1,1,1,72,21
5,11,1,6,4,59,38
11,58,7,4,5,30,51
3,4,2,6,4,18,47
17,17,3,7,4,23,58
14,15,7,5,3,59,75
16,36,2,6,5,17,9
1,19,4,6,1,70,1
18,63,9,5,1,42,53
7,35,11,12,5,85,8
10,14,2,3,3,77,32
7,49,1,6,4,-25,33
11,5,1,3,5,65,71
4,25,12,5,5,57,72
9,19,3,2,4,62,66
1,29,2,2,1,91,48
7,20,1,2,2,42,36
1,80,1,5,1,76,23
15,57,10,8,5,94,35
7,39,3,4,3,112,73
1,38,5,2,1,-1,70
2,46,4,5,1,27,52
18,40,11,9,5,34,79
18,28,6,7,5,74,6
7,39,1,3,1,58,47
16,46,2,3,4,74,66
6,8,2,3,1,51,22
20,18,6,7,5,67,19
15,39,9,5,2,22,22
7,20,2,6,5,78,34
17,28,9,3,5,25,37
4,44,3,5,4,-30,44
17,15,3,4,4,-20,35
11,46,1,8,5,50,0
19,44,3,6,3,53,34
4,77,6,4,1,104,26
7,79,6,2,1,30,63
14,54,3,2,4,19,0
18,18,4,4,5,54,46
9,42,7,5,2,52,40
10,25,8,9,5,68,58
8,40,5,5,3,53,54
6,21,3,10,5,71,42
12,15,2,10,5,7,33
7,38,8,10,5,98,32
3,46,8,1,2,112,15
11,55,8,11,5,35,25
9,1,9,3,2,45,55
5,57,4,4,5,89,65
14,2,3,5,4,51,36
16,50,4,2,2,69,6
5,2,1,3,4,49,8
20,71,9,3,2,2,17
15,75,7,4,2,33,45
18,19,4,5,5,78,14
12,35,1,4,4,67,68
3,14,1,4,4,73,76
4,39,2,6,5,82,63
10,47,1,6,5,23,53
14,14,1,3,3,89,53
8,27,2,7,5,-13,68
15,44,1,5,5,-18,81
15,38,10,4,5,72,77
11,45,2,4,4,-8,57
13,32,6,8,5,79,42
11,26,4,3,1,114,1
8,48,2,3,4,76,54
12,49,3,7,4,2,14
18,61,8,10,5,5,11
6,26,1,3,4,48,66
12,8,6,2,2,6,5
10,17,4,4,1,100,35
17,10,2,2,5,-18,0
8,39,5,6,3,27,33
10,31,2,5,4,21,71
8,53,2,6,5,53,22
9,32,2,4,3,111,32
7,56,6,3,5,62,22
11,59,9,5,5,-8,78
7,38,1,3,5,62,46
14,39,4,6,4,2,19
10,23,2,7,4,3,30
7,33,1,2,4,1,32
10,45,9,12,5,20,57
18,40,7,11,5,6,44
15,54,4,5,2,18,73
2,9,7,4,3,61,46
8,34,1,8,5,61,43
1,36,4,4,4,1,35
15,38,8,7,5,83,62
5,68,8,5,2,40,3
16,48,12,11,5,63,45
8,30,10,12,5,19,35
16,15,7,10,5,15,68
5,32,3,3,4,28,57
10,21,1,3,2,56,75
2,13,5,2,1,39,16
13,52,4,4,4,-6,28
2,39,2,7,4,35,2
18,57,12,9,5,-3,43
10,26,4,7,5,96,72
17,32,1,4,4,44,45
10,18,1,5,4,-4,76
3,56,8,5,3,3,67
12,45,3,3,3,9,58
10,40,6,9,5,76,1
15,30,5,9,5,3,36
15,25,6,8,5,20,67
3,41,5,4,1,28,26
19,54,1,8,5,-9,1
13,78,4,1,3,115,19
8,42,8,9,5,12,5
14,56,6,10,5,41,35
5,16,8,3,1,0,55
16,24,3,8,5,7,35
12,6,5,9,5,84,40
17,33,3,5,4,44,68
18,44,2,7,4,-14,34
18,4,3,4,4,51,55
19,63,9,5,1,110,6
5,6,5,10,5,-3,10
19,36,4,6,1,62,55
6,9,1,6,4,-13,45
9,11,2,4,1,10,61
3,19,3,1,2,71,23
15,32,4,2,4,2,15
18,12,4,2,4,17,17
13,20,4,6,2,47,35
4,5,1,5,4,81,45
3,17,3,3,4,75,57
16,10,2,4,4,86,25
5,14,3,3,5,-15,22
5,24,8,2,2,83,41
7,5,3,6,5,53,59
6,46,5,4,5,25,61
12,41,6,3,5,52,43
4,29,1,3,4,65,15
12,2,8,6,1,75,65
6,37,2,4,1,63,39
14,74,6,4,1,3,8
15,13,8,7,5,60,16
14,3,2,7,5,1,75
10,17,3,5,2,31,4
10,33,5,2,1,103,13
17,36,4,4,4,65,64
19,45,6,2,3,78,8
4,56,8,5,1,36,62
17,27,8,6,3,48,53
10,81,9,2,2,96,5
19,43,10,3,5,-20,43
2,50,5,4,1,91,68
18,43,3,9,5,99,78
8,11,5,1,1,14,15
1,38,2,4,4,36,24
16,43,1,2,5,-19,70
16,44,9,5,3,11,7
13,50,4,7,4,65,41
12,44,11,7,5,18,54
9,28,12,11,5,15,15
14,16,2,6,2,23,50
7,83,4,5,2,92,68
5,20,3,4,5,81,65
14,4,9,12,5,35,26
10,45,6,5,1,92,35
20,6,11,4,5,54,23
9,40,6,5,5,54,11
4,15,10,7,5,38,81
4,22,2,6,3,75,27
20,71,5,5,1,79,67
9,50,2,1,1,-1,38
9,56,8,4,5,36,40
12,37,8,2,2,68,73
18,12,7,6,5,94,33
13,46,2,3,4,-1,41
2,48,4,6,5,71,20
12,59,12,7,5,88,5
13,73,5,3,3,0,6
17,48,4,7,5,82,32
5,56,12,10,5,-14,68
16,17,4,9,5,20,32
17,25,1,2,5,-4,55
17,54,1,4,1,64,41
11,31,1,3,5,25,28
7,63,9,4,2,16,79
8,81,4,6,1,93,66
16,52,4,4,5,18,50
11,43,8,4,1,49,68
14,22,3,4,4,42,17
13,55,7,11,5,15,28
15,39,3,5,5,77,81
15,3,6,8,5,31,14
3,43,2,5,4,57,36
11,51,2,7,4,12,63
18,68,4,3,3,58,28
6,39,4,6,4,-18,69
3,5,2,1,2,74,74
13,49,2,4,5,91,22
1,48,2,4,5,64,26
14,48,4,1,1,106,4
19,4,12,4,5,13,65
8,27,3,8,5,23,49
14,10,8,6,5,28,56
17,18,2,6,5,13,58
11,4,3,4,5,3,12
12,17,2,1,2,13,58
2,39,3,7,4,79,28
12,23,9,3,3,105,60
19,51,11,8,5,-15,39
10,41,7,9,5,18,35
16,21,2,3,5,-17,9
6,20,9,6,5,74,23
8,18,6,3,5,-5,17
17,31,12,10,5,8,68
7,21,5,8,5,68,27
14,39,4,2,4,33,75
10,76,5,3,1,30,67
12,24,4,2,4,56,59
19,53,5,3,5,15,62
5,48,7,6,2,34,42
19,1,3,4,5,38,81
15,56,8,3,1,90,4
11,28,6,5,2,84,50
14,31,2,7,5,-20,14
15,18,4,2,4,1,15
15,67,6,5,3,50,29
6,8,4,3,5,20,25
6,32,1,11,5,17,49
5,8,7,3,3,9,17
5,23,3,4,5,-5,64
18,19,2,10,5,51,45
16,50,9,6,2,108,41
5,45,2,6,5,-4,73
10,10,2,3,4,-21,31
13,4,1,3,4,57,43
18,47,3,3,5,72,67
12,21,2,7,5,30,62
9,2,2,6,1,111,25
12,77,6,5,3,95,49
15,38,3,2,1,111,75
5,3,11,7,5,75,47
17,53,1,4,5,64,59
8,13,2,6,4,55,79
12,42,4,5,2,51,21
15,24,4,3,4,-13,41
8,47,3,2,5,-10,49
7,62,2,1,2,23,55
12,56,4,6,4,4,11
9,48,8,10,5,13,53
10,41,4,7,5,71,77
13,25,3,4,4,64,24
3,40,2,7,4,-27,44
12,42,7,9,5,-6,61
18,46,6,3,3,90,48
14,24,9,5,2,86,11
17,33,9,2,2,79,60
14,48,1,2,2,36,0
12,45,4,3,1,22,36
6,38,6,5,1,29,36
8,8,3,3,5,12,69
19,46,9,1,2,80,78
8,49,1,3,2,30,72
4,38,5,1,2,98,11
18,2,10,8,5,38,61
2,33,3,6,4,-12,9
15,9,7,3,5,-10,52
11,60,12,4,5,-19,13
19,8,9,6,3,99,46
12,61,3,4,5,-15,20
10,22,1,3,5,51,47
18,44,4,5,5,77,21
4,17,4,7,4,86,24
9,45,3,3,1,51,10
7,32,2,4,3,58,30
11,77,5,3,3,39,41
13,22,9,2,3,66,80
9,41,6,7,5,1,43
17,34,1,5,5,17,21
7,58,7,3,3,12,79
5,44,3,3,1,68,60
15,31,1,4,4,48,54
2,41,8,5,3,57,10
13,38,6,5,5,81,25
19,28,12,10,5,21,34
7,38,2,5,4,19,18
